Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
"renovated one bedroom, river and gerrard - ID 1033",2000,"230 Oak Street, Toronto, ON, M5A 2E2",2024-02-14 14:00:02,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,"April 4, 2024",Yes,438,No,No,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer","24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building",,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-river-and-gerrard-id-1033/1685269061
630 Vesta Dr - 630 Vesta Dr- FULLY RENOVATED SUITE Apartment for,2959,"630 Vesta Dr, Toronto, ON, M5N 1J1",2024-02-14 14:00:01,Apartment,2,1,,Not Included,0,1 Year,,Yes,903,No,No,Not Included,No,Fridge / Freezer,Elevator in Building,"630 Vesta Drive puts you at the centre of Forest Hill North, one of Toronto's most prestigious districts. With a variety of suites available now, this rental building offers the perfect balance between convenience and style. Our renovated one, two, and three bedroom suites are sleek and stylish with modern finishes and ample living space. Kitchens are polished with quartz countertops, large breakfast bar, and stainless-steel appliances including dishwashers. These impressive suites are pet friendly and offer an upgraded intercom system.  Forest Hill is like a city within the big city, all you could desire is mere minutes away. Fabulous cafes and restaurants line nearby Eglington Avenue West and you'll find trendsetting boutiques and entertainment venues at Yonge and Eglinton. Several parks surround 630 Vesta, and the Kay Gardner Beltline Trail is quickly accessible.  Access transit from your doorstep or hop on the subway just minutes away. Living at 630 Vesta Drive gives you access to everything Toronto has to offer.  nullBuilding Overivew630 Vesta Drive puts you at the centre of Forest Hill North, one of Toronto's most prestigious districts. With a variety of suites available now, this rental building offers the perfect balance between convenience and style. Our renovated one, two, and three bedroom suites are sleek and stylish with modern finishes and ample living space. Kitchens are polished with quartz countertops, large breakfast bar, and stainless-steel appliances including dishwashers. These impressive suites are pet friendly and offer an upgraded intercom system.  Forest Hill is like a city within the big city, all you could desire is mere minutes away. Fabulous cafes and restaurants line nearby Eglington Avenue West and you'll find trendsetting boutiques and entertainment venues at Yonge and Eglinton. Several parks surround 630 Vesta, and the Kay Gardner Beltline Trail is quickly accessible.  Access transit from your doorstep or hop on the subway just minutes away. Living at 630 Vesta Drive gives you access to everything Toronto has to offer.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/630-vesta-dr-630-vesta-dr-fully-renovated-suite-apartment-for/1685268662
620 Northcliffe Boulevard - FIRST MONTH RENT FREE- Northcliffe H,1969,"620 Northcliffe Boulevard, Toronto, ON, M6E 3L9",2024-02-14 14:00:01,Apartment,Bachelor/Studio,1,,Not Included,0,1 Year,,Yes,389,No,No,Not Included,No,Fridge / Freezer,Elevator in Building,"Welcome home to Northcliffe Heights in the Caledonia-Fairbank neighbourhood. You're located within walking distance of grocery stores, restaurants, shops and boutiques, and a public library on nearby Eglinton Avenue West. Fairbank Memorial Park – home to a community recreation centre and outdoor pool – is practically in your 'backyard'. There are several schools only steps away. The TTC is close to home and Eglinton West station is nearby – making all of Toronto easily accessible.Your renovated, pet-friendly rental apartment features gleaming parquet floors, ceramic tile, new appliances, and ample living and storage space. Laundry facilities are conveniently located on-site. Our friendly on-site management team will handle any maintenance issues in the building or in your suite. You never need to worry about parking – there is visitor parking for your guests and assigned parking available for you. Northcliffe Heights is a Certified Rental Building.Come home to the comfort and convenience of Northcliffe Heights (620 Northcliffe Blvd.). Incentive: - FMR- First Month Rent for Free nullBuilding OverivewWelcome home to Northcliffe Heights in the Caledonia-Fairbank neighbourhood. You're located within walking distance of grocery stores, restaurants, shops and boutiques, and a public library on nearby Eglinton Avenue West. Fairbank Memorial Park – home to a community recreation centre and outdoor pool – is practically in your 'backyard'. There are several schools only steps away. The TTC is close to home and Eglinton West station is nearby – making all of Toronto easily accessible.Your renovated, pet-friendly rental apartment features gleaming parquet floors, ceramic tile, new appliances, and ample living and storage space. Laundry facilities are conveniently located on-site. Our friendly on-site management team will handle any maintenance issues in the building or in your suite. You never need to worry about parking – there is visitor parking for your guests and assigned parking available for you. Northcliffe Heights is a Certified Rental Building.Come home to the comfort and convenience of Northcliffe Heights (620 Northcliffe Blvd.).Current PromotionsHurry! 1 Month Free - For a limited time only | Call Today!For a limited time, you can receive ONE MONTH FREE on a 12-month lease. *Receive your first month free on select suites for a limited time only. Contact the leasing team for details. Valid on new move-ins. Pricing, Incentives, and availability are subject to change or end without notice. Terms & Conditions apply. All pictures shown may not be representative of all suites available. E.&O.E. Call our dedicated team today to apply!",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/620-northcliffe-boulevard-first-month-rent-free-northcliffe-h/1685268663
620 Northcliffe Boulevard - Northcliffe Heights Apartment for Re,2299,"620 Northcliffe Boulevard, Toronto, ON, M6E 3L9",2024-02-14 14:00:01,Apartment,1,1,,Not Included,0,1 Year,,Yes,621,No,No,Not Included,No,Fridge / Freezer,Elevator in Building,"Welcome home to Northcliffe Heights in the Caledonia-Fairbank neighbourhood. You're located within walking distance of grocery stores, restaurants, shops and boutiques, and a public library on nearby Eglinton Avenue West. Fairbank Memorial Park – home to a community recreation centre and outdoor pool – is practically in your 'backyard'. There are several schools only steps away. The TTC is close to home and Eglinton West station is nearby – making all of Toronto easily accessible.Your renovated, pet-friendly rental apartment features gleaming parquet floors, ceramic tile, new appliances, and ample living and storage space. Laundry facilities are conveniently located on-site. Our friendly on-site management team will handle any maintenance issues in the building or in your suite. You never need to worry about parking – there is visitor parking for your guests and assigned parking available for you. Northcliffe Heights is a Certified Rental Building.Come home to the comfort and convenience of Northcliffe Heights (620 Northcliffe Blvd.). nullBuilding OverivewWelcome home to Northcliffe Heights in the Caledonia-Fairbank neighbourhood. You're located within walking distance of grocery stores, restaurants, shops and boutiques, and a public library on nearby Eglinton Avenue West. Fairbank Memorial Park – home to a community recreation centre and outdoor pool – is practically in your 'backyard'. There are several schools only steps away. The TTC is close to home and Eglinton West station is nearby – making all of Toronto easily accessible.Your renovated, pet-friendly rental apartment features gleaming parquet floors, ceramic tile, new appliances, and ample living and storage space. Laundry facilities are conveniently located on-site. Our friendly on-site management team will handle any maintenance issues in the building or in your suite. You never need to worry about parking – there is visitor parking for your guests and assigned parking available for you. Northcliffe Heights is a Certified Rental Building.Come home to the comfort and convenience of Northcliffe Heights (620 Northcliffe Blvd.).Current PromotionsHurry! 1 Month Free - For a limited time only | Call Today!For a limited time, you can receive ONE MONTH FREE on a 12-month lease. *Receive your first month free on select suites for a limited time only. Contact the leasing team for details. Valid on new move-ins. Pricing, Incentives, and availability are subject to change or end without notice. Terms & Conditions apply. All pictures shown may not be representative of all suites available. E.&O.E. Call our dedicated team today to apply!",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/620-northcliffe-boulevard-northcliffe-heights-apartment-for-re/1685268678
"BRIGHT, NEWLY RENOVATED 2-BEDROOM BASEMENT APARTMENT",2650,"Scarborough, ON M1W 4A7",2024-02-14 13:56:06,Basement,2,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,0,Month-to-month,"May 1, 2024",No,600,No,Yes,Not Included,No,"Laundry (In Building), Fridge / Freezer",,"TOTALLY RENOVATED TWO-BEDROOM BASEMENT APARTMENT. LOCATED IN UPSCALE NEIGHBORHOOD. UNFURNISHED. NO SMOKING. NO PETS ALLOWED. SHARED BATHROOM, KITCHEN AND LIVING ROOM. SEPARATE SIDE ENTRANCE. SECURITY ALARM IN APARTMENT. ALL UTILITIES INCLUDED. UNLIMITED HIGH-SPEED INTERNET INCLUDED. SHARED WASHER AND DRYER. VERY CLOSE TO BRIDLEWOOD MALL, GROCERY STORES AND BUS ROUTES ON WARDEN, McNICOLL AND FINCH.
NOTE: SUITABLE FOR TWO PEOPLE ONLY (MUST BE QUIET INDIVIDUALS)",62 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-newly-renovated-2-bedroom-basement-apartment/1685268581
$2600 Little Italy GEM! 1 Bed 1 Bath Utilities included,2600,"Toronto, ON M6J 2T6",2024-02-14 13:55:34,House,1 + Den,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,0,1 Year,"March 1, 2024",Limited,850,No,Yes,Not Included,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"Escape to the heart of Toronto's vibrant Little Italy and make this sun-soaked, ground-floor apartment your new home sanctuary. Nestled on a quaint street just steps from the legendary Trinity Bellwoods Park, this gorgeous space offers the perfect blend of tranquility and urban excitement.
✨ Apartment Highlights:
Private Entrance: Enjoy the convenience of a dedicated entrance, ensuring your privacy and ease of access. Sun-Soaked Interiors: Bask in natural light with soaring 10 ft ceilings that create an open and airy ambiance throughout the space. Spacious Kitchen & Living Area: The generously sized kitchen and living room provide ample space for both relaxation and entertaining. Separate Bedroom for Work/Life Balance: Create the ideal work-from-home setup in the separate bedroom, maintaining a perfect balance between your professional and personal life. Your Backyard Paradise: Step outside to discover your very own backyard patio and garden. If you have a green thumb, the garden is yours to tend to—we've nurtured an impressive veggie patch here for several years. It's the perfect spot to unwind, entertain friends, or simply enjoy a quiet moment surrounded by nature.
️ Prime Location:
Heart of Little Italy: Immerse yourself in the culture and energy of Little Italy, with the bustling businesses of College St just steps away. Trinity Bellwoods Park: Nature lovers rejoice! The legendary Trinity Bellwoods Park is at the end of your street, offering a picturesque escape for leisurely strolls and picnics.
☕ Convenience at Your Doorstep: Metro, Shoppers, and Tim Hortons: Your daily essentials are just a stone's throw away, making errands a breeze. Trendy Bars, Cafes & Restaurants: Experience the vibrant culinary scene on College St, home to the trendiest bars and restaurants. Your quiet home getaway is just steps from the heartbeat of Little Italy!
Parking: Street parking is available from the City of Toronto, ensuring easy accessibility to your new home. Please note that on-site parking is not available at this time.
Privacy & Laundry: The laundry closet is shared with the lower apartment, secured behind a private locked door for ultimate privacy.
How to Apply or Book a Viewing: To start your journey in this enchanting space, whether in person or virtually, please reach out for more information or to schedule a viewing.
Don't miss the opportunity to make this stunning Little Italy apartment your own—your new home awaits! ✨
*ask about rent discount for 2024!*",133 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2600-little-italy-gem-1-bed-1-bath-utilities-included/1685268520
1 bedroom for rent,1250,"1401 Dupont St, Toronto, ON M6H 2B1",2024-02-14 05:03:44,,,,,,,,,,,Yes,,,,,,"1 bedroom for rent in 2 bedroom apartment with shared kitchen and bathroom. Corner of Dupont and Lansdowne. 5 minute walk from Landsdowne subway station. Food basics and shoppers drug mart across the street. $1250 per month. Everything is included water , heating , electricity and wifi.",95 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/1-bedroom-for-rent/1685251009
MALE STUDENT ACCOMODATION AVAILABLE,,"North York, ON M2J 3C6",2024-02-14 02:31:17,Apartment,2,2,,Internet,0,1 Year,"April 1, 2024",No,900,Yes,No,Balcony,Outdoors only,"Laundry (In Building), Fridge / Freezer","24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","Fantastic Location Alert!
Brand new sharing accommodation for students and working professionals near Fairview Mall in North York, Ontario!
Features:
Room sharing options available
Newly renovated 2BHK with 2 full bathrooms *(Sharing Apartment)*
4th-floor apartment in an amazing community
Prime Location:
Opposite Fairview Mall & Don Mills Subway Station (Line 4)
Ideal for Lambton, Loyalist, and Seneca College students
TTC bus stop and subway right outside!
Convenience Nearby:
Shoppers Drug Mart, Freshco, Dollarama
Address: M2J3C6
*Serious inquiries & long-term rentals only*
*Available from April 1st, 2024*
*Contact: +16474677666*",310 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/male-student-accomodation-available/1685242702
basement apartment for rent,1800,"North York, ON M6A 1M9",2024-02-14 01:35:27,,,,,,,,,No,,No,,,,,,"clean, spacious basement apartment, private entrance, near ttc, shopping and baycrest hospital. no smoking or pets.",122 visits,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/basement-apartment-for-rent/1685238709
Private room for short-term rent,1250,"Sherbourne Street, Toronto, ON",2024-02-14 00:23:11,,,,,,,,,No,,Yes,,,,,,"Private room for short term rent
This apartment offers a 2 bedroom,
Fully furnished room available starting 1st March to end of March
Downtown Toronto - Near College Subway Station.",60 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-for-short-term-rent/1685233319
Private room for short-term rent,1200,"Sherbourne Street, Toronto, ON",2024-02-14 00:22:12,,,,,,,,,No,,Yes,,,,,,"Private room for short term rent
This apartment offers a 2 bedroom,
Fully furnished room available starting 1st March to end of March
Downtown Toronto - Near College Subway Station.",127 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/private-room-for-short-term-rent/1685233247
Tired of Waiting for Elevators?  Spacious Apartment in the Annex,2900,"Toronto, ON M5R 1V2",2024-02-13 21:26:39,Apartment,2,1.5,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,"March 1, 2024",Yes,"1,000",No,Yes,Yard,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"Located near Dupont Station, Casa Loma and Yorkville. Close to Grocery, Restaurants, LCBO and Parks.",174 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/tired-of-waiting-for-elevators-spacious-apartment-in-the-annex/1684666632
"Superb 1BD/1BTH Basement Apt, close to TTC + more! $1750/mth",1750,"East York, ON M4C 5C2",2024-02-13 20:59:51,Basement,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"March 1, 2024",No,1,No,Yes,Not Included,Outdoors only,"Laundry (In Building), Fridge / Freezer",,"We are looking for someone (hopefully you) to move into our basement apartment! Available for move-in March 1st
$1750/month
Here are the basic details:
Fiished 1 BR Basement apartment:
(Living Room/Bedroom/Kitchen/Bathroom)
Kitchen has: SS Fridge, Electric stove w/ Oven, good counter space, ample cupboards
Full Bathroom w/ shower
Personal Washer/Dryer (not coin operated)
Apartment gets good afternoon light - southern light exposure
Shared heating / AC
Small additional storage space
Bedroom (11.5 x 10) w/ closet (can probably fit a queen size bed)
Private Entrance
GREAT LOCATION!
Blocks away from 2 parks
Very close to 23 & 404 Bus lines
10 minute walk to either Victoria Park or Main St. (#2 train) subway station
Near commerce section of Danforth Ave (many supermarkets, and everyday-need places within walking distance)
Internet not included",220 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/superb-1bd-1bth-basement-apt-close-to-ttc-more-1750-mth/1685216273
Roommate needed in 2 bedroom downtown,1200,"99 Howard Street, Toronto, ON",2024-02-13 20:11:24,,,,,,,,,No,,Yes,,,,,,Looking for roommate in this 2 bedroom downtown apartment at parliament and bloor.,90 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/roommate-needed-in-2-bedroom-downtown/1685211935
Upper floor Luxury apartment for Rent at Bayville and Davisville,2900,"1542 Bayview Avenue, Toronto, ON",2024-02-13 19:00:30,Apartment,3,1,,Not Included,0,1 Year,"February 5, 2024",No,900,No,Yes,Balcony,No,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"Totally Renovated Large 3 Bedroom Apartment with Terrance Ample Living, Dining Space and Open Kitchen area with walk out to Terrance outside on the deck. There are 9 inch ceilings with a modern design and colour with kitchen island and around 7 sky lights in the area. There is a dishwasher, stove, refrigerator, washer and dryer in the place. We are asking for $2900.00 for rent a month. This does not include utilities and there is no parking but there are parking lots across the building. There is no smoking in the building or pets allowed. If you like more information then send me an email at selinatejani@hotmail.com or call my cell phone at 647-831-0250.",181 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/upper-floor-luxury-apartment-for-rent-at-bayville-and-davisville/1684260571
Looking for roommate,1000,"Don Mills Rd., Toronto, ON, M3C1L7",2024-02-13 18:52:17,,,,,,,,,,,Yes,,,,,,Furnished Room for rent in two bedroom Apartment. Shopping TTC Tim Horton one minute walk. JYM indoor swimming pool. Pool table are in downstairs . First and last required. Available from March 06,93 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/looking-for-roommate/1685204481
1 BR + Den Apartment for Rent  - Queen & Leslie,2250,"Queen Street East, Toronto, ON",2024-02-13 18:40:47,Apartment,1 + Den,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"March 1, 2024",No,900,No,Yes,Not Included,No,Fridge / Freezer,,"Welcome to your cozy apartment at the heart of Queen and Leslie! This charming 1.5 bedroom apartment offers the perfect blend of comfort and convenience in one of Toronto's most vibrant neighbourhoods. It is located in Leslieville close to many cafes, restaurants, art galleries, and just steps away from the Streetcars. This unit comes with a fully renovated kitchen and stainless steel appliances. Enjoy the side balcony!",111 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-br-den-apartment-for-rent-queen-leslie/1685203430
2 Bedroom Apartment in Leslieville for Rent,2500,"Queen Street East, Toronto, ON",2024-02-13 18:35:09,Apartment,2,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"March 1, 2024",No,900,No,Yes,Not Included,No,"Laundry (In Unit), Fridge / Freezer",,"Discover the essence of urban living in this stylish 2-bedroom unit situated in the heart of Leslieville, at the intersection of Queen Street East and Leslie Street. Enjoy the trendy vibe of the neighborhood with its eclectic mix of cafes, boutiques, bars and restaurants just steps away. The apartment was newly renovated and features a spacious kitchen with stainless steel appliances and hardwood floors throughout. With easy access to transit and nearby parks, this unit offers the perfect blend of convenience and comfort.",132 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-in-leslieville-for-rent/1685202953
Newly renovated rooms,750,"Toronto, ON M6J 1N8",2024-02-13 18:04:51,,,,,,,,,No,,Yes,,,,,,"Newly renovated rooms in shared apartments featuring modern hardwood flooring, high ceiling and big windows in bedrooms. Located in the heart of Queen West, some room with private washroom. 5min walk to Trinity Bellwoods park and Queen Street West where many bars, restaurants and shops are located. Fully furnished, utilities (hydro, heating
water and Wi-Fi) inclusive. Price is from $750-$1000 available Immediately.
Interested? Please text (647)638-2882. Please introduce yourself in the text such as age, where you came from, what you do for living and how long you are looking a room for? Students are welcome.",328 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/newly-renovated-rooms/1685199514
2 Bedroom  Basement apartment for rent in cental scarborough,1895,"1 Armitage Dr, Scarborough, Toronto, ON M1R 4X9, Canada",2024-02-13 17:51:14,Basement,2,1,,Not Included,1,1 Year,"February 15, 2024",No,800,No,Yes,Yard,Outdoors only,"Laundry (In Unit), Fridge / Freezer",,"1 Armitage Dr, Toronto, ON M1R 4X9, Basement unit
this Bright 2 Bedroom newly renovated basement unit and brand new appliance and new washroom.A Separate Entrance",792 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement-apartment-for-rent-in-cental-scarborough/1685198165
"Avant Toronto Reassignment of Lease: Downtown, private room",1859,"Gerrard Street East, Toronto, ON",2024-02-13 17:30:36,,,,,,,,,Yes,,Yes,,,,,,"Looking for a student to reassign my lease to, from May 1st to August 31st of 2024.",105 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/avant-toronto-reassignment-of-lease:-downtown-private-room/1685196245
"Room for rent in a 2 bedroom apartment, located near DVP and 401",1150,"Graydon Hall Drive, North York, ON",2024-02-13 16:43:05,,,,,,,,,Yes,,Yes,,,,,,Fully furnished room in a 2 bedroom apartment. Single washroom shared with another person. Spacious. 420 friendly. Full-time worker or student preferred.,142 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/room-for-rent-in-a-2-bedroom-apartment-located-near-dvp-and-401/1685191648
Cozy bachelor apartment near Ossington Subway,1875,"Toronto, ON M6G 3T8",2024-02-13 16:26:34,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"November 1, 2023",Limited,446,No,No,Not Included,Outdoors only,Fridge / Freezer,,"Cozy and bright bachelor apartment conveniently located at Bloor and Ossington, this lovely apartment is close to shops and restaurants. Ossington Station is just across the street. (Unit available may not be exactly as pictured.)",485 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/cozy-bachelor-apartment-near-ossington-subway/1647327906
Bright and beautiful 3 bdrm 3 bthrm basement apartment in Annex,3000,"Euclid Avenue, Toronto, ON",2024-02-13 16:21:31,Basement,3,3,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Limited,"1,100",No,No,Not Included,Outdoors only,"Laundry (In Unit), Fridge / Freezer",,"This 3 bdrm unit has 2 ensuite bathrooms and one 3-pc bathroom with shower. Newly renovated in the last 3 years with lots of windows and polished heated cement floors. All appliances are full size. Unit has own washer and dryer. Rent includes utilities. Available May 1, 2024",153 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-and-beautiful-3-bdrm-3-bthrm-basement-apartment-in-annex/1685189359
2 Bedroom + 2 Bathroom Condo for Rent,2950,"North York, ON M6L 3E2",2024-02-13 15:20:12,Condo,2,2,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,1,1 Year,"April 1, 2024",Limited,702,No,Yes,Balcony,No,Laundry (In Unit),"Gym, Pool, Concierge, 24 Hour Security, Elevator in Building",Address: 50 Goerge Butchart Drive,37 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-2-bathroom-condo-for-rent/1685182898
1 Bedroom Basement Apartment,1900,"Etobicoke, ON M9W 3G1",2024-03-14 01:00:28,Basement,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Internet,1,Month-to-month,"April 1, 2024",No,750,No,Yes,Not Included,No,"Laundry (In Building), Fridge / Freezer",,"Bright and sunny one bedroom basement apartment available for rent in gorgeous & cozy raised detached bungalow. Tastefully & Freshly Renovated, Spacious & meticulously maintained, located on a quiet, family - friendly street in North Etobicoke. The area is a quiet neighborhood, so if you like coming to a peaceful and quiet place after work; this is your kind of space. You must be a NON SMOKER.","1,442 visits",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment/1684213412
831 Kennedy Road - 831 Kennedy Apartment for Rent,2699,"831 Kennedy Road, Toronto, ON, M1K 2E3",2024-02-29 14:54:00,Apartment,2,1,,Not Included,0,1 Year,,Yes,986,No,No,Not Included,No,Fridge / Freezer,Elevator in Building,"Situated in a family-oriented area of Scarborough, 831 Kennedy Helen Towers is a wonderful rental community located close to several schools, a childcare centre, a community centre, public library, and shopping. Your home backs onto Treverton Park – the perfect place to walk your dog or take the kids to the playground. There is a grocery store and a Shoppers Drug Mart just steps away on Eglinton Avenue East. The TTC stops outside your door and The Kennedy subway station, the Kennedy GO station, and Scarborough RT are a short walk away – making all parts of Toronto and the GTA easily accessible. All the shopping and entertainment options of Eglinton Town Centre and Eglinton Square are minutes away as well. Centennial College Ashtonbee Campus, Ashtonbee Reservoir Park, Wexford Park and nature trails are all close by.Your bright and spacious, pet-friendly rental apartment features gleaming parquet floors and a private balcony. Enjoy the convenience of on-site laundry facilities, plenty of visitor parking, and parking available for you. Experience the peace of mind that comes with monitored security cameras and a friendly on-site management team – there to handle any maintenance issues that may arise. Helen Towers is a Certified Rental Building.If you're looking for a comfortable, convenient, and family-friendly place to call home, you can stop searching. Helen Towers (831  Kennedy Road) is ready to welcome you. Incentive: - FMR- First Month Rent for Free nullBuilding OverivewSituated in a family-oriented area of Scarborough, 831 Kennedy Helen Towers is a wonderful rental community located close to several schools, a childcare centre, a community centre, public library, and shopping. Your home backs onto Treverton Park – the perfect place to walk your dog or take the kids to the playground. There is a grocery store and a Shoppers Drug Mart just steps away on Eglinton Avenue East. The TTC stops outside your door and The Kennedy subway station, the Kennedy GO station, and Scarborough RT are a short walk away – making all parts of Toronto and the GTA easily accessible. All the shopping and entertainment options of Eglinton Town Centre and Eglinton Square are minutes away as well. Centennial College Ashtonbee Campus, Ashtonbee Reservoir Park, Wexford Park and nature trails are all close by.Your bright and spacious, pet-friendly rental apartment features gleaming parquet floors and a private balcony. Enjoy the convenience of on-site laundry facilities, plenty of visitor parking, and parking available for you. Experience the peace of mind that comes with monitored security cameras and a friendly on-site management team – there to handle any maintenance issues that may arise. Helen Towers is a Certified Rental Building.If you're looking for a comfortable, convenient, and family-friendly place to call home, you can stop searching. Helen Towers (831  Kennedy Road) is ready to welcome you.Current PromotionsHurry! 1 Month Free - For a limited time only | Call Today!For a limited time, you can receive ONE MONTH FREE on a 12-month lease. *Receive your first month free on select suites for a limited time only. Contact the leasing team for details. Valid on new move-ins. Pricing, Incentives, and availability are subject to change or end without notice. Terms & Conditions apply. All pictures shown may not be representative of all suites available. E.&O.E. Call our dedicated team today to apply!",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/831-kennedy-road-831-kennedy-apartment-for-rent/1686827384
1 Bedroom Apartment Spacious and Newly Renovated - Call now!,2429,"1577 Lawrence Ave W, Toronto, ON, M6L 1C4",2024-02-28 00:08:45,Apartment,1,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,,Limited,742,No,No,Balcony,Yes,"Laundry (In Building), Fridge / Freezer","24 Hour Security, Elevator in Building",Hurry! 1 Month Free - For a limited time only | Call Today!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-spacious-and-newly-renovated-call-now/1667876432
Large Renovated 1 Bedroom with Balcony,2300,"22 Close Avenue, Toronto, ON, M6K 2V2",2024-03-06 20:59:34,Apartment,1,1,"Hydro_No,Heat_No,Water_Yes",Not Included,0,1 Year,,Yes,680,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer","Gym, Pool, Storage Space, Elevator in Building","1 Bed, 1 Bath, Spacious, Recently Renovated Kitchen, Spectacular Location with CN Tower views, Unit available. Contact us at 647-694-2142!Located at 22 Close Avenue(King & Dunn)",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/large-renovated-1-bedroom-with-balcony/1624777015
1 Bedroom Apartment for Rent Bathurst /Steeles in North York!,2350,"12 Rockford Road, Toronto, ON, M2R 3A2",2024-03-03 00:07:30,Apartment,1,1,,Not Included,0,1 Year,,Yes,Not Available,No,No,Not Included,Yes,,,"Live well at Rockford Apartments; perfectly located near Steeles Avenue West and Bathurst Street. Steps to Rockford Public School, Rockford Child Care and Lissom Park. We are surrounded by convenience! All these services compliment your bright and airy living space. Enjoy sipping coffee from your large balcony or take a dip in our seasonal pool. This vibrant North York neighbourhood will fulfill your every need.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-bathurst-steeles-in-north-york/1665425994
Jr. 1-Bdm. for Rent at Junction Factory Dundas W./Runnymede Rd.,2395,"3385 Dundas Street West, Toronto, ON, M6S 0A7",2024-03-13 21:36:44,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Internet,0,1 Year,,Yes,439,No,Yes,Not Included,No,"Laundry (In Building), Dishwasher, Fridge / Freezer","Gym, Bicycle Parking, Elevator in Building","Under New Management! Realstar welcomes you to Junction Factory offering boutique rental living in one of the coolest neighbourhoods of Toronto's west side, The Junction. Bordered by the northern end of High Park and the eastern arm of Junction Triangle, this eclectic neighborhood welcomes urban professionals and young families alike. The familiar vibe of The Junction makes you instantly feel like you are home. Enjoy the many property amenities such as smoke-free living, fitness facility with yoga and spin studio, social room, resident business centre, theatre with billiards, outdoor patio with BBQ and lounge area, bike storage, pet spa, garage parking with EV stations, visitor parking and Communauto car rental along with a helpful on-site management team to service your needs. This vibrant neighbourhood will fulfill your every need.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/jr-1-bdm-for-rent-at-junction-factory-dundas-w-runnymede-rd/1683186329
